word	nodeType	synsetCount	unit
serious	ADJ	6	ATE3
sweet	ADJ	16	ATE3
worried	ADJ	8	ATE3
nuts	ADJ	9	ATE3
sad	ADJ	3	ATE3
little	ADJ	10	ATE3
okay	ADJ	4	ATE3
free	ADJ	22	ATE3
fine	ADJ	10	ATE3
sorry	ADJ	4	ATE3
alright	ADJ	4	ATE3
favorite	ADJ	5	ATE3
quirky	ADJ	1	ATE3
little	ADJ	10	ATE3
possible	ADJ	4	ATE3
bored	ADJ	4	ATE3
last	ADJ	21	ATE3
fun	ADJ	4	ATE3
lame	ADJ	5	ATE3
other	ADJ	4	ATE3
same	ADJ	6	ATE3
middle	ADJ	9	ATE3
electric	ADJ	4	ATE3
dear	ADJ	8	ATE3
much	ADJ	7	ATE3
fun	ADJ	4	ATE3
fun	ADJ	4	ATE3
more	ADJ	5	ATE3
fun	ADJ	4	ATE3
right	ADJ	36	ATE3
good	ADJ	27	ATE3
good	ADJ	27	ATE3
fun	ADJ	4	ATE3
fun	ADJ	4	ATE3
good	ADJ	27	ATE3
fun	ADJ	4	ATE3
fun	ADJ	4	ATE3
good	ADJ	27	ATE3
entire	ADJ	5	ATE3
fun	ADJ	4	ATE3
simple	ADJ	9	ATE3
more	ADJ	5	ATE3
free	ADJ	22	ATE3
wrong	ADJ	13	ATE3
potential	ADJ	4	ATE3
naked	ADJ	5	ATE3
magic	ADJ	3	ATE3
shaggy	ADJ	2	ATE3
hard	ADJ	22	ATE3
good	ADJ	27	ATE3
wrong	ADJ	13	ATE3
big	ADJ	17	ATE3
cool	ADJ	11	ATE3
star	ADJ	12	ATE3
ticklish	ADJ	1	ATE3
welcome	ADJ	6	ATE3
gross	ADJ	10	ATE3
sorry	ADJ	4	ATE3
good	ADJ	27	ATE4
new	ADJ	12	ATE4
new	ADJ	12	ATE4
delicious	ADJ	3	ATE4
good	ADJ	27	ATE4
well	ADJ	22	ATE4
outer	ADJ	13	ATE4
lame	ADJ	5	ATE4
sorry	ADJ	4	ATE4
rare	ADJ	6	ATE4
awesome	ADJ	1	ATE4
deep	ADJ	21	ATE4
evil	ADJ	6	ATE4
cute	ADJ	2	ATE4
little	ADJ	10	ATE4
own	ADJ	2	ATE4
satisfied	ADJ	5	ATE4
high	ADJ	18	ATE4
high	ADJ	18	ATE4
weak	ADJ	12	ATE4
squishy	ADJ	1	ATE4
cool	ADJ	11	ATE4
perfect	ADJ	5	ATE4
careful	ADJ	5	ATE4
evil	ADJ	6	ATE4
holographic	ADJ	3	ATE4
evil	ADJ	6	ATE4
pretty	ADJ	3	ATE4
old	ADJ	9	ATE4
bonkers	ADJ	1	ATE4
evil	ADJ	6	ATE4
fine	ADJ	10	ATE4
fine	ADJ	10	ATE4
fine	ADJ	10	ATE4
sure	ADJ	10	ATE4
fine	ADJ	10	ATE4
fine	ADJ	10	ATE4
fine	ADJ	10	ATE4
fine	ADJ	10	ATE4
fine	ADJ	10	ATE4
fine	ADJ	10	ATE4
evil	ADJ	6	ATE4
evil	ADJ	6	ATE4
enough	ADJ	3	ATE4
evil	ADJ	6	ATE4
nice	ADJ	6	ATE4
many	ADJ	1	ATE4
crummy	ADJ	1	ATE4
big	ADJ	17	ATE4
old	ADJ	9	ATE4
mad	ADJ	4	ATE4
mad	ADJ	4	ATE4
super	ADJ	5	ATE4
-	ADJ	0	ATE4
cute	ADJ	2	ATE4
mad	ADJ	4	ATE4
top	ADJ	22	ATE4
top	ADJ	22	ATE4
womanly	ADJ	1	ATE4
many	ADJ	1	ATE4
lonely	ADJ	4	ATE4
magic	ADJ	3	ATE4
weak	ADJ	12	ATE4
sexy	ADJ	2	ATE4
terrible	ADJ	4	ATE4
horrible	ADJ	1	ATE4
huge	ADJ	1	ATE4
mad	ADJ	4	ATE4
huge	ADJ	1	ATE4
upset	ADJ	17	ATE4
precious	ADJ	5	ATE4
oww	ADJ	0	ATE4
precious	ADJ	5	ATE4
total	ADJ	7	ATE4
okay	ADJ	4	ATE4
okay	ADJ	4	ATE4
okay	ADJ	4	ATE4
stupid	ADJ	4	ATE4
stupid	ADJ	4	ATE4
shocking	ADJ	9	ATE4
crazy	ADJ	6	ATE5
wonderful	ADJ	1	ATE5
marvelous	ADJ	3	ATE5
safe	ADJ	7	ATE5
secret	ADJ	14	ATE5
secret	ADJ	14	ATE5
yellow	ADJ	8	ATE5
magical	ADJ	1	ATE5
righteous	ADJ	2	ATE5
manly	ADJ	3	ATE5
righteous	ADJ	2	ATE5
high	ADJ	18	ATE5
human	ADJ	4	ATE5
young	ADJ	14	ATE5
-	ADJ	0	ATE5
many	ADJ	1	ATE5
noble	ADJ	5	ATE5
grueling	ADJ	1	ATE5
alive	ADJ	7	ATE5
dead	ADJ	21	ATE5
true	ADJ	15	ATE5
worthy	ADJ	4	ATE5
certain	ADJ	7	ATE5
welcome	ADJ	6	ATE5
key	ADJ	21	ATE5
cute	ADJ	2	ATE5
most	ADJ	5	ATE5
first	ADJ	16	ATE5
young	ADJ	14	ATE5
many	ADJ	1	ATE5
treacherous	ADJ	2	ATE5
last	ADJ	21	ATE5
more	ADJ	5	ATE5
alright	ADJ	4	ATE5
fine	ADJ	10	ATE5
menacing	ADJ	4	ATE5
old	ADJ	9	ATE5
old	ADJ	9	ATE5
la	ADJ	3	ATE5
old	ADJ	9	ATE5
old	ADJ	9	ATE5
old	ADJ	9	ATE5
old	ADJ	9	ATE5
old	ADJ	9	ATE5
old	ADJ	9	ATE5
old	ADJ	9	ATE5
blue	ADJ	16	ATE5
old	ADJ	9	ATE5
old	ADJ	9	ATE5
sad	ADJ	3	ATE5
big	ADJ	17	ATE5
old	ADJ	9	ATE5
other	ADJ	4	ATE5
big	ADJ	17	ATE5
old	ADJ	9	ATE5
other	ADJ	4	ATE5
distressed	ADJ	6	ATE5
old	ADJ	9	ATE5
old	ADJ	9	ATE5
righteous	ADJ	2	ATE5
wrongteous	ADJ	0	ATE5
regular	ADJ	17	ATE5
old	ADJ	9	ATE5
sweet	ADJ	16	ATE5
real	ADJ	13	ATE5
just	ADJ	10	ATE5
heroic	ADJ	6	ATE5
smart	ADJ	9	ATE5
giant	ADJ	8	ATE5
ok	ADJ	4	ATE5
impossible	ADJ	4	ATE5
long	ADJ	12	ATE5
giant	ADJ	8	ATE5
opposite	ADJ	11	ATE5
big	ADJ	17	ATE5
fine	ADJ	10	ATE5
okay	ADJ	4	ATE5
weird	ADJ	3	ATE5
righteous	ADJ	2	ATE5
long	ADJ	12	ATE5
righteous	ADJ	2	ATE5
aware	ADJ	2	ATE5
black	ADJ	22	ATE5
gray	ADJ	15	ATE5
disembodied	ADJ	2	ATE5
final	ADJ	5	ATE5
giant	ADJ	8	ATE5
evil	ADJ	6	ATE5
evil	ADJ	6	ATE5
last	ADJ	21	ATE5
evil	ADJ	6	ATE5
good	ADJ	27	ATE5
neutral	ADJ	8	ATE5
unaligned	ADJ	0	ATE5
real	ADJ	13	ATE5
red	ADJ	7	ATE5
key	ADJ	21	ATE5
sorry	ADJ	4	ATE5
little	ADJ	10	ATE5
devil	ADJ	7	ATE5
ready	ADJ	8	ATE5
mannish	ADJ	2	ATE5
mannish	ADJ	2	ATE5
mannish	ADJ	2	ATE5
manly	ADJ	3	ATE5
mannish	ADJ	2	ATE5
mannish	ADJ	2	ATE5
mannish	ADJ	2	ATE5
magical	ADJ	1	ATE5
ready	ADJ	8	ATE5
mannish	ADJ	2	ATE5
small	ADJ	13	ATE5
mannish	ADJ	2	ATE5
mannish	ADJ	2	ATE5
good	ADJ	27	ATE5
righteous	ADJ	2	ATE5
giant	ADJ	8	ATE5
true	ADJ	15	ATE5
open	ADJ	36	ATE5
magical	ADJ	1	ATE5
mannish	ADJ	2	ATE5
mannish	ADJ	2	ATE5
mannish	ADJ	2	ATE5
mannish	ADJ	2	ATE5
unknown	ADJ	8	ATE6
little	ADJ	10	ATE6
little	ADJ	10	ATE6
little	ADJ	10	ATE6
small	ADJ	13	ATE6
safe	ADJ	7	ATE6
adorable	ADJ	1	ATE6
more	ADJ	5	ATE6
good	ADJ	27	ATE6
fine	ADJ	10	ATE6
jiggly	ADJ	0	ATE6
good	ADJ	27	ATE6
little	ADJ	10	ATE6
sweet	ADJ	16	ATE6
little	ADJ	10	ATE6
new	ADJ	12	ATE6
cool	ADJ	11	ATE6
more	ADJ	5	ATE6
tired	ADJ	6	ATE6
comfy	ADJ	1	ATE6
ready	ADJ	8	ATE6
ok	ADJ	4	ATE6
little	ADJ	10	ATE6
ready	ADJ	8	ATE6
loose	ADJ	18	ATE6
limp	ADJ	5	ATE6
weird	ADJ	3	ATE6
extraordinary	ADJ	3	ATE6
doooowwwn	ADJ	0	ATE6
purple	ADJ	7	ATE6
strange	ADJ	3	ATE6
good	ADJ	27	ATE6
pink	ADJ	7	ATE6
wrong	ADJ	13	ATE6
purple	ADJ	7	ATE6
hot	ADJ	21	ATE6
favorite	ADJ	5	ATE6
awesome	ADJ	1	ATE6
bad	ADJ	17	ATE6
tough	ADJ	12	ATE6
awesome	ADJ	1	ATE6
nuts	ADJ	9	ATE6
sick	ADJ	9	ATE6
pink	ADJ	7	ATE6
wrong	ADJ	13	ATE6
wrong	ADJ	13	ATE6
ready	ADJ	8	ATE6
little	ADJ	10	ATE6
different	ADJ	5	ATE6
new	ADJ	12	ATE6
quick	ADJ	8	ATE6
more	ADJ	5	ATE6
terrible	ADJ	4	ATE6
more	ADJ	5	ATE6
well	ADJ	22	ATE6
right	ADJ	36	ATE6
little	ADJ	10	ATE6
pink	ADJ	7	ATE6
distressed	ADJ	6	ATE6
holy	ADJ	2	ATE6
weak	ADJ	12	ATE6
globular	ADJ	1	ATE6
least	ADJ	3	ATE6
dead	ADJ	21	ATE6
various	ADJ	4	ATE6
many	ADJ	1	ATE6
different	ADJ	5	ATE6
able	ADJ	4	ATE6
little	ADJ	10	ATE6
several	ADJ	3	ATE6
pink	ADJ	7	ATE6
weak	ADJ	12	ATE6
little	ADJ	10	ATE6
enraged	ADJ	2	ATE6
enraged	ADJ	2	ATE6
weak	ADJ	12	ATE6
crazy	ADJ	6	ATE6
cold	ADJ	16	ATE6
little	ADJ	10	ATE6
fair	ADJ	17	ATE6
angry	ADJ	3	ATE6
like	ADJ	11	ATE6
other	ADJ	4	ATE6
pink	ADJ	7	ATE6
enraged	ADJ	2	ATE6
own	ADJ	2	ATE6
wild	ADJ	17	ATE6
normal	ADJ	5	ATE6
foolish	ADJ	2	ATE7
posterior	ADJ	4	ATE7
posterior	ADJ	4	ATE7
posterior	ADJ	4	ATE7
other	ADJ	4	ATE7
welcome	ADJ	6	ATE7
next	ADJ	4	ATE7
ridiculous	ADJ	3	ATE7
funny	ADJ	5	ATE7
ready	ADJ	8	ATE7
focused	ADJ	8	ATE7
other	ADJ	4	ATE7
consensual	ADJ	1	ATE7
holy	ADJ	2	ATE7
great	ADJ	7	ATE7
glad	ADJ	5	ATE7
super	ADJ	5	ATE7
cute	ADJ	2	ATE7
irritated	ADJ	4	ATE7
ancient	ADJ	4	ATE7
balbaflonic	ADJ	0	ATE7
plasmodial	ADJ	0	ATE7
weird	ADJ	3	ATE7
new	ADJ	12	ATE7
independent	ADJ	6	ATE7
pro	ADJ	4	ATE7
low	ADJ	16	ATE7
good	ADJ	27	ATE7
good	ADJ	27	ATE7
jealous	ADJ	2	ATE7
weird	ADJ	3	ATE7
jealous	ADJ	2	ATE7
bad	ADJ	17	ATE7
alone	ADJ	6	ATE7
twisty	ADJ	1	ATE7
super	ADJ	5	ATE7
smart	ADJ	9	ATE7
weird	ADJ	3	ATE7
foldy	ADJ	0	ATE7
dramatic	ADJ	4	ATE7
sinister	ADJ	3	ATE7
romantic	ADJ	5	ATE7
big	ADJ	17	ATE7
pink	ADJ	7	ATE7
serious	ADJ	6	ATE7
wrong	ADJ	13	ATE7
wicked	ADJ	5	ATE7
wicked	ADJ	5	ATE7
nice	ADJ	6	ATE7
little	ADJ	10	ATE7
naive	ADJ	5	ATE7
holy	ADJ	2	ATE7
right	ADJ	36	ATE7
good	ADJ	27	ATE7
suspicious	ADJ	2	ATE7
super	ADJ	5	ATE7
-	ADJ	0	ATE7
powerful	ADJ	6	ATE7
less	ADJ	5	ATE7
evil	ADJ	6	ATE7
good	ADJ	27	ATE7
evil	ADJ	6	ATE7
nice	ADJ	6	ATE7
evil	ADJ	6	ATE7
evil	ADJ	6	ATE7
annoyed	ADJ	3	ATE7
complete	ADJ	10	ATE7
alright	ADJ	4	ATE7
balbaflonic	ADJ	0	ATE7
little	ADJ	10	ATE7
threatening	ADJ	5	ATE7
fragile	ADJ	3	ATE7
jealous	ADJ	2	ATE7
wrong	ADJ	13	ATE7
dark	ADJ	16	ATE7
wrong	ADJ	13	ATE7
evil	ADJ	6	ATE7
enervated	ADJ	3	ATE7
total	ADJ	7	ATE7
weak	ADJ	12	ATE7
current	ADJ	4	ATE7
dead	ADJ	21	ATE7
next	ADJ	4	ATE7
right	ADJ	36	ATE7
big	ADJ	17	ATE7
engaging	ADJ	11	ATE7
weak	ADJ	12	ATE7
own	ADJ	2	ATE7
villainous	ADJ	1	ATE7
old	ADJ	9	ATE7
wonderful	ADJ	1	ATE7
full	ADJ	13	ATE7
jealous	ADJ	2	ATE7
jealous	ADJ	2	ATE7
posterior	ADJ	4	ATE7
deep	ADJ	21	ATE7
normal	ADJ	5	ATE7
several	ADJ	3	ATE8
more	ADJ	5	ATE8
more	ADJ	5	ATE8
chubby	ADJ	1	ATE8
enough	ADJ	3	ATE8
hard	ADJ	22	ATE8
hard	ADJ	22	ATE8
lazy	ADJ	2	ATE8
huge	ADJ	1	ATE8
creepy	ADJ	2	ATE8
buncha	ADJ	0	ATE8
full	ADJ	13	ATE8
huge	ADJ	1	ATE8
red	ADJ	7	ATE8
red	ADJ	7	ATE8
red	ADJ	7	ATE8
red	ADJ	7	ATE8
red	ADJ	7	ATE8
more	ADJ	5	ATE8
efficient	ADJ	2	ATE8
murmur	ADJ	6	ATE8
fun	ADJ	4	ATE8
excited	ADJ	12	ATE8
several	ADJ	3	ATE8
poor	ADJ	7	ATE8
happy	ADJ	4	ATE8
full	ADJ	13	ATE8
able	ADJ	4	ATE8
fun	ADJ	4	ATE8
right	ADJ	36	ATE8
right	ADJ	36	ATE8
red	ADJ	7	ATE8
red	ADJ	7	ATE8
weird	ADJ	3	ATE8
red	ADJ	7	ATE8
ready	ADJ	8	ATE8
shiny	ADJ	3	ATE8
stinkin	ADJ	0	ATE8
sharp	ADJ	15	ATE8
different	ADJ	5	ATE8
clean	ADJ	31	ATE8
radd	ADJ	0	ATE8
fast	ADJ	15	ATE8
more	ADJ	5	ATE8
adequate	ADJ	3	ATE8
later	ADJ	12	ATE8
tired	ADJ	6	ATE8
tired	ADJ	6	ATE8
frickin	ADJ	0	ATE8
resilient	ADJ	2	ATE8
red	ADJ	7	ATE8
bottled	ADJ	2	ATE8
orange	ADJ	6	ATE8
red	ADJ	7	ATE8
great	ADJ	7	ATE8
right	ADJ	36	ATE8
good	ADJ	27	ATE8
large	ADJ	11	ATE8
giant	ADJ	8	ATE8
single	ADJ	10	ATE8
large	ADJ	11	ATE8
free	ADJ	22	ATE8
hind	ADJ	3	ATE8
old	ADJ	9	ATE8
hot	ADJ	21	ATE8
red	ADJ	7	ATE8
red	ADJ	7	ATE8
awesome	ADJ	1	ATE8
red	ADJ	7	ATE8
other	ADJ	4	ATE8
large	ADJ	11	ATE8
red	ADJ	7	ATE8
red	ADJ	7	ATE8
small	ADJ	13	ATE8
big	ADJ	17	ATE8
awesome	ADJ	1	ATE8
more	ADJ	5	ATE8
empty	ADJ	10	ATE8
fat	ADJ	9	ATE8
fat	ADJ	9	ATE8
complete	ADJ	10	ATE8
enormous	ADJ	1	ATE8
tired	ADJ	6	ATE8
fat	ADJ	9	ATE8
lazy	ADJ	2	ATE8
rewarding	ADJ	4	ATE8
huge	ADJ	1	ATE8
moldable	ADJ	1	ATE8
annoying	ADJ	3	ATE8
attractive	ADJ	3	ATE8
ugly	ADJ	4	ATE8
true	ADJ	15	ATE8
various	ADJ	4	ATE8
red	ADJ	7	ATE8
big	ADJ	17	ATE8
nice	ADJ	6	ATE8
awesome	ADJ	1	ATE8
tired	ADJ	6	ATE8
right	ADJ	36	ATE8
great	ADJ	7	ATE8
empty	ADJ	10	ATE8
fat	ADJ	9	ATE8
visible	ADJ	3	ATE8
large	ADJ	11	ATE8
red	ADJ	7	ATE8
crazy	ADJ	6	ATE8
lazy	ADJ	2	ATE8
red	ADJ	7	ATE8
red	ADJ	7	ATE8
efficient	ADJ	2	ATE8
unhappy	ADJ	4	ATE8
red	ADJ	7	ATE8
murmur	ADJ	6	ATE8
other	ADJ	4	ATE8
red	ADJ	7	ATE8
red	ADJ	7	ATE8
enormous	ADJ	1	ATE8
fat	ADJ	9	ATE8
legit	ADJ	0	ATE8
horrible	ADJ	1	ATE8
fat	ADJ	9	ATE8
more	ADJ	5	ATE8
fat	ADJ	9	ATE8
huge	ADJ	1	ATE8
big	ADJ	17	ATE8
second	ADJ	15	ATE8
ok	ADJ	4	ATE8
red	ADJ	7	ATE8
red	ADJ	7	ATE8
normal	ADJ	5	ATE8
stark	ADJ	6	ATE8
great	ADJ	7	ATE9
normal	ADJ	5	ATE9
late	ADJ	11	ATE9
next	ADJ	4	ATE9
awesome	ADJ	1	ATE9
late	ADJ	11	ATE9
blue	ADJ	16	ATE9
green	ADJ	14	ATE9
green	ADJ	14	ATE9
good	ADJ	27	ATE9
sorry	ADJ	4	ATE9
good	ADJ	27	ATE9
good	ADJ	27	ATE9
same	ADJ	6	ATE9
great	ADJ	7	ATE9
great	ADJ	7	ATE9
right	ADJ	36	ATE9
great	ADJ	7	ATE9
silent	ADJ	6	ATE9
awesome	ADJ	1	ATE9
쟤가	ADJ	0	ATE9
있었을까	ADJ	0	ATE9
뛰어다닌	ADJ	0	ATE9
naked	ADJ	5	ATE9
crazy	ADJ	6	ATE9
mad	ADJ	4	ATE9
okay	ADJ	4	ATE9
other	ADJ	4	ATE9
universal	ADJ	7	ATE9
evil	ADJ	6	ATE9
little	ADJ	10	ATE9
sweet	ADJ	16	ATE9
deadly	ADJ	8	ATE9
blue	ADJ	16	ATE9
few	ADJ	2	ATE9
few	ADJ	2	ATE9
dead	ADJ	21	ATE9
incredible	ADJ	1	ATE9
old	ADJ	9	ATE9
nerdy	ADJ	0	ATE9
alien	ADJ	7	ATE9
ooor	ADJ	0	ATE9
scratchy	ADJ	4	ATE9
grungy	ADJ	1	ATE9
disturbed	ADJ	9	ATE9
old	ADJ	9	ATE9
angry	ADJ	3	ATE9
nerdy	ADJ	0	ATE9
indistinguishable	ADJ	2	ATE9
old	ADJ	9	ATE9
least	ADJ	3	ATE9
old	ADJ	9	ATE9
able	ADJ	4	ATE9
wavy	ADJ	2	ATE9
little	ADJ	10	ATE9
rocky	ADJ	4	ATE9
back	ADJ	28	ATE9
free	ADJ	22	ATE9
flat	ADJ	24	ATE9
like	ADJ	11	ATE9
huge	ADJ	1	ATE9
small	ADJ	13	ATE9
funn	ADJ	0	ATE9
whole	ADJ	8	ATE9
sad	ADJ	3	ATE9
mad	ADJ	4	ATE9
magical	ADJ	1	ATE9
cool	ADJ	11	ATE9
cool	ADJ	11	ATE9
many	ADJ	1	ATE9
blue	ADJ	16	ATE9
cool	ADJ	11	ATE9
awesome	ADJ	1	ATE9
nice	ADJ	6	ATE9
next	ADJ	4	ATE9
startled	ADJ	3	ATE9
sad	ADJ	3	ATE9
good	ADJ	27	ATE9
more	ADJ	5	ATE9
hurt	ADJ	14	ATE9
sad	ADJ	3	ATE9
harsh	ADJ	6	ATE9
weird	ADJ	3	ATE9
timeless	ADJ	1	ATE9
front	ADJ	13	ATE9
startled	ADJ	3	ATE9
good	ADJ	27	ATE9
good	ADJ	27	ATE9
sweet	ADJ	16	ATE9
evil	ADJ	6	ATE9
tender	ADJ	18	ATE9
beautiful	ADJ	2	ATE9
jealous	ADJ	2	ATE9
jealous	ADJ	2	ATE9
mad	ADJ	4	ATE9
jealous	ADJ	2	ATE9
good	ADJ	27	ATE9
startled	ADJ	3	ATE9
jealous	ADJ	2	ATE9
much	ADJ	7	ATE9
other	ADJ	4	ATE9
other	ADJ	4	ATE9
sorry	ADJ	4	ATE9
idiot	ADJ	1	ATE9
sweet	ADJ	16	ATE9
old	ADJ	9	ATE9
good	ADJ	27	ATE9
sorry	ADJ	4	ATE9
stupid	ADJ	4	ATE9
stupid	ADJ	4	ATE9
