word	nodeType	synsetCount	unit
pretty	ADJ	3	ATE1
full	ADJ	13	ATE1
different	ADJ	5	ATE1
more	ADJ	5	ATE1
explosive	ADJ	4	ATE1
explosive	ADJ	4	ATE1
giant	ADJ	8	ATE1
good	ADJ	27	ATE1
dead	ADJ	21	ATE1
young	ADJ	14	ATE1
healthy	ADJ	5	ATE1
tough	ADJ	12	ATE1
wrong	ADJ	13	ATE1
giant	ADJ	8	ATE1
whole	ADJ	8	ATE1
wrong	ADJ	13	ATE1
dead	ADJ	21	ATE1
incomplete	ADJ	2	ATE1
bad	ADJ	17	ATE1
good	ADJ	27	ATE1
large	ADJ	11	ATE1
sweet	ADJ	16	ATE1
hot	ADJ	21	ATE1
hot	ADJ	21	ATE1
bad	ADJ	17	ATE1
present	ADJ	18	ATE1
welcome	ADJ	6	ATE1
momentous	ADJ	1	ATE1
large	ADJ	11	ATE1
scared	ADJ	4	ATE1
important	ADJ	5	ATE1
sure	ADJ	10	ATE1
ignorant	ADJ	3	ATE1
least	ADJ	3	ATE1
ok	ADJ	4	ATE1
deep	ADJ	21	ATE1
saucy	ADJ	2	ATE1
alright	ADJ	4	ATE1
great	ADJ	7	ATE1
alone	ADJ	6	ATE1
cute	ADJ	2	ATE1
old	ADJ	9	ATE1
dead	ADJ	21	ATE1
bad	ADJ	17	ATE1
crazy	ADJ	6	ATE1
super	ADJ	5	ATE1
easy	ADJ	15	ATE1
cool	ADJ	11	ATE1
first	ADJ	16	ATE1
scared	ADJ	4	ATE1
main	ADJ	5	ATE1
permanent	ADJ	3	ATE1
convenient	ADJ	2	ATE1
great	ADJ	7	ATE1
new	ADJ	12	ATE1
blindfolded	ADJ	2	ATE1
tasty	ADJ	1	ATE1
improbable	ADJ	3	ATE1
dead	ADJ	21	ATE1
unaffected	ADJ	4	ATE1
dead	ADJ	21	ATE1
big	ADJ	17	ATE1
bad	ADJ	17	ATE1
stupid	ADJ	4	ATE1
hot	ADJ	21	ATE1
terrible	ADJ	4	ATE1
complicated	ADJ	3	ATE1
well	ADJ	22	ATE1
right	ADJ	36	ATE1
correct	ADJ	12	ATE1
royal	ADJ	7	ATE1
good	ADJ	27	ATE1
simple	ADJ	9	ATE1
smart	ADJ	9	ATE1
welcome	ADJ	6	ATE1
last	ADJ	21	ATE1
sweet	ADJ	16	ATE1
more	ADJ	5	ATE1
former	ADJ	5	ATE1
dead	ADJ	21	ATE1
nuts	ADJ	9	ATE1
royal	ADJ	7	ATE1
full	ADJ	13	ATE1
awake	ADJ	3	ATE1
adorable	ADJ	1	ATE1
delicious	ADJ	3	ATE1
delicious	ADJ	3	ATE1
squid	ADJ	2	ATE10
other	ADJ	4	ATE10
many	ADJ	1	ATE10
bad	ADJ	17	ATE10
human	ADJ	4	ATE10
bad	ADJ	17	ATE10
well	ADJ	22	ATE10
half	ADJ	6	ATE10
half	ADJ	6	ATE10
serious	ADJ	6	ATE10
ohhhhhhhh	ADJ	0	ATE10
cold	ADJ	16	ATE10
hearted	ADJ	0	ATE10
long	ADJ	12	ATE10
own	ADJ	2	ATE10
small	ADJ	13	ATE10
cool	ADJ	11	ATE10
wrong	ADJ	13	ATE10
sad	ADJ	3	ATE10
tough	ADJ	12	ATE10
soooo	ADJ	0	ATE10
sad	ADJ	3	ATE10
rough	ADJ	18	ATE10
other	ADJ	4	ATE10
slight	ADJ	5	ATE10
smooth	ADJ	12	ATE10
raunchy	ADJ	3	ATE10
maddening	ADJ	4	ATE10
disgusting	ADJ	3	ATE10
fantastic	ADJ	5	ATE10
first	ADJ	16	ATE10
rough	ADJ	18	ATE10
real	ADJ	13	ATE10
ready	ADJ	8	ATE10
rough	ADJ	18	ATE10
other	ADJ	4	ATE10
little	ADJ	10	ATE10
right	ADJ	36	ATE10
sure	ADJ	10	ATE10
rough	ADJ	18	ATE10
perfect	ADJ	5	ATE10
several	ADJ	3	ATE10
smooth	ADJ	12	ATE10
right	ADJ	36	ATE10
terrible	ADJ	4	ATE10
bad	ADJ	17	ATE10
good	ADJ	27	ATE10
sorry	ADJ	4	ATE10
fair	ADJ	17	ATE10
fair	ADJ	17	ATE10
real	ADJ	13	ATE10
small	ADJ	13	ATE10
least	ADJ	3	ATE10
more	ADJ	5	ATE10
pet	ADJ	7	ATE10
pet	ADJ	7	ATE10
great	ADJ	7	ATE10
other	ADJ	4	ATE10
awesome	ADJ	1	ATE10
other	ADJ	4	ATE10
good	ADJ	27	ATE10
cool	ADJ	11	ATE10
right	ADJ	36	ATE10
fine	ADJ	10	ATE10
great	ADJ	7	ATE10
crazy	ADJ	6	ATE10
other	ADJ	4	ATE10
raw	ADJ	14	ATE10
happy	ADJ	4	ATE10
other	ADJ	4	ATE10
rashy	ADJ	0	ATE10
entire	ADJ	5	ATE10
other	ADJ	4	ATE10
fine	ADJ	10	ATE10
okay	ADJ	4	ATE10
healthy	ADJ	5	ATE10
healthy	ADJ	5	ATE10
beautiful	ADJ	2	ATE10
gorgeous	ADJ	1	ATE10
second	ADJ	15	ATE10
quiet	ADJ	13	ATE10
itchy	ADJ	2	ATE10
cold	ADJ	16	ATE10
naked	ADJ	5	ATE10
crazy	ADJ	6	ATE10
old	ADJ	9	ATE10
different	ADJ	5	ATE10
wrong	ADJ	13	ATE10
stuck	ADJ	18	ATE10
happy	ADJ	4	ATE10
several	ADJ	3	ATE10
happy	ADJ	4	ATE10
more	ADJ	5	ATE10
dirty	ADJ	13	ATE10
dirty	ADJ	13	ATE10
happy	ADJ	4	ATE10
corny	ADJ	1	ATE10
ready	ADJ	8	ATE10
ready	ADJ	8	ATE10
ready	ADJ	8	ATE10
several	ADJ	3	ATE10
naked	ADJ	5	ATE10
gorgeous	ADJ	1	ATE10
magic	ADJ	3	ATE11
free	ADJ	22	ATE11
rash	ADJ	4	ATE11
sunken	ADJ	10	ATE11
lifeless	ADJ	4	ATE11
foul	ADJ	16	ATE11
evil	ADJ	6	ATE11
evil	ADJ	6	ATE11
sure	ADJ	10	ATE11
unattractive	ADJ	3	ATE11
unattractive	ADJ	3	ATE11
desperate	ADJ	7	ATE11
more	ADJ	5	ATE11
free	ADJ	22	ATE11
free	ADJ	22	ATE11
magical	ADJ	1	ATE11
left	ADJ	24	ATE11
cool	ADJ	11	ATE11
mystical	ADJ	3	ATE11
dangerous	ADJ	2	ATE11
magical	ADJ	1	ATE11
free	ADJ	22	ATE11
right	ADJ	36	ATE11
big	ADJ	17	ATE11
ancient	ADJ	4	ATE11
same	ADJ	6	ATE11
free	ADJ	22	ATE11
mystical	ADJ	3	ATE11
young	ADJ	14	ATE11
Most	ADJ	5	ATE11
ready	ADJ	8	ATE11
responsible	ADJ	3	ATE11
full	ADJ	13	ATE11
responsible	ADJ	3	ATE11
embarrassed	ADJ	4	ATE11
fine	ADJ	10	ATE11
fine	ADJ	10	ATE11
star	ADJ	12	ATE11
big	ADJ	17	ATE11
final	ADJ	5	ATE11
final	ADJ	5	ATE11
gross	ADJ	10	ATE11
normal	ADJ	5	ATE11
same	ADJ	6	ATE11
amazed	ADJ	3	ATE11
last	ADJ	21	ATE11
total	ADJ	7	ATE11
stupid	ADJ	4	ATE11
hysterical	ADJ	2	ATE11
unhappy	ADJ	4	ATE11
cool	ADJ	11	ATE11
cool	ADJ	11	ATE11
radical	ADJ	11	ATE11
ready	ADJ	8	ATE11
more	ADJ	5	ATE11
more	ADJ	5	ATE11
more	ADJ	5	ATE11
right	ADJ	36	ATE11
fine	ADJ	10	ATE11
okay	ADJ	4	ATE11
disgusted	ADJ	3	ATE11
new	ADJ	12	ATE11
dimensional	ADJ	2	ATE11
cool	ADJ	11	ATE11
excellent	ADJ	1	ATE11
third	ADJ	8	ATE11
next	ADJ	4	ATE11
orange	ADJ	6	ATE11
fake	ADJ	8	ATE11
next	ADJ	4	ATE11
tilted	ADJ	5	ATE11
big	ADJ	17	ATE11
ready	ADJ	8	ATE11
good	ADJ	27	ATE11
limitless	ADJ	3	ATE11
new	ADJ	12	ATE11
good	ADJ	27	ATE11
asleep	ADJ	5	ATE11
lame	ADJ	5	ATE11
ready	ADJ	8	ATE11
big	ADJ	17	ATE11
true	ADJ	15	ATE11
last	ADJ	21	ATE11
free	ADJ	22	ATE11
final	ADJ	5	ATE11
ultimate	ADJ	3	ATE11
sure	ADJ	10	ATE11
familiar	ADJ	7	ATE11
ready	ADJ	8	ATE11
responsible	ADJ	3	ATE11
easy	ADJ	15	ATE11
glorious	ADJ	3	ATE11
big	ADJ	17	ATE11
big	ADJ	17	ATE11
very	ADJ	4	ATE11
ultimate	ADJ	3	ATE11
close	ADJ	37	ATE11
eld	ADJ	2	ATE11
natural	ADJ	13	ATE11
ultimate	ADJ	3	ATE11
frustrated	ADJ	3	ATE11
old	ADJ	9	ATE11
well	ADJ	22	ATE11
ancient	ADJ	4	ATE11
young	ADJ	14	ATE11
newfangled	ADJ	1	ATE11
alive	ADJ	7	ATE11
crazy	ADJ	6	ATE11
bouncy	ADJ	2	ATE11
asleep	ADJ	5	ATE11
other	ADJ	4	ATE11
powerful	ADJ	6	ATE11
entire	ADJ	5	ATE11
main	ADJ	5	ATE11
animate	ADJ	7	ATE11
alive	ADJ	7	ATE11
stupid	ADJ	4	ATE11
young	ADJ	14	ATE11
responsible	ADJ	3	ATE11
old	ADJ	9	ATE11
annoyed	ADJ	3	ATE11
giant	ADJ	8	ATE11
nice	ADJ	6	ATE11
few	ADJ	2	ATE11
right	ADJ	36	ATE11
free	ADJ	22	ATE11
good	ADJ	27	ATE11
glad	ADJ	5	ATE11
naked	ADJ	5	ATE11
free	ADJ	22	ATE11
full	ADJ	13	ATE11
vaporized	ADJ	5	ATE12
true	ADJ	15	ATE12
honest	ADJ	7	ATE12
true	ADJ	15	ATE12
reliable	ADJ	3	ATE12
reliable	ADJ	3	ATE12
very	ADJ	4	ATE12
good	ADJ	27	ATE12
full	ADJ	13	ATE12
mysterious	ADJ	2	ATE12
scary	ADJ	1	ATE12
unprepared	ADJ	1	ATE12
reliable	ADJ	3	ATE12
open	ADJ	36	ATE12
scared	ADJ	4	ATE12
total	ADJ	7	ATE12
afraid	ADJ	4	ATE12
exhausted	ADJ	8	ATE12
goldfish	ADJ	1	ATE12
giant	ADJ	8	ATE12
ordinary	ADJ	7	ATE12
little	ADJ	10	ATE12
wonderful	ADJ	1	ATE12
cool	ADJ	11	ATE12
tired	ADJ	6	ATE12
warm	ADJ	13	ATE12
great	ADJ	7	ATE12
good	ADJ	27	ATE12
true	ADJ	15	ATE12
new	ADJ	12	ATE12
wild	ADJ	17	ATE12
nuts	ADJ	9	ATE12
bla	ADJ	0	ATE12
ble	ADJ	0	ATE12
ble	ADJ	0	ATE12
bla	ADJ	0	ATE12
convinced	ADJ	3	ATE12
weak	ADJ	12	ATE12
little	ADJ	10	ATE12
lucky	ADJ	3	ATE12
awesome	ADJ	1	ATE12
gross	ADJ	10	ATE12
good	ADJ	27	ATE12
new	ADJ	12	ATE12
feelin	ADJ	0	ATE12
feelin	ADJ	0	ATE12
feelin	ADJ	0	ATE12
satisfied	ADJ	5	ATE12
wrong	ADJ	13	ATE12
pretty	ADJ	3	ATE12
awesome	ADJ	1	ATE12
well	ADJ	22	ATE12
right	ADJ	36	ATE12
little	ADJ	10	ATE12
scared	ADJ	4	ATE12
pathetic	ADJ	3	ATE12
little	ADJ	10	ATE12
pathetic	ADJ	3	ATE12
ready	ADJ	8	ATE12
fun	ADJ	4	ATE12
dead	ADJ	21	ATE12
hardcore	ADJ	2	ATE12
old	ADJ	9	ATE12
slow	ADJ	11	ATE13
ready	ADJ	8	ATE13
hard	ADJ	22	ATE13
aoh	ADJ	0	ATE13
hard	ADJ	22	ATE13
good	ADJ	27	ATE13
giant	ADJ	8	ATE13
dead	ADJ	21	ATE13
good	ADJ	27	ATE13
pure	ADJ	7	ATE13
about	ADJ	8	ATE13
little	ADJ	10	ATE13
little	ADJ	10	ATE13
okay	ADJ	4	ATE13
other	ADJ	4	ATE13
wrong	ADJ	13	ATE13
terrible	ADJ	4	ATE13
whole	ADJ	8	ATE13
pure	ADJ	7	ATE13
hopeless	ADJ	4	ATE13
other	ADJ	4	ATE13
redoodoodiculous	ADJ	0	ATE13
whole	ADJ	8	ATE13
little	ADJ	10	ATE13
headed	ADJ	13	ATE13
wrong	ADJ	13	ATE13
fun	ADJ	4	ATE13
headed	ADJ	13	ATE13
headed	ADJ	13	ATE13
headed	ADJ	13	ATE13
headed	ADJ	13	ATE13
new	ADJ	12	ATE13
asleep	ADJ	5	ATE13
pure	ADJ	7	ATE13
little	ADJ	10	ATE13
great	ADJ	7	ATE13
magical	ADJ	1	ATE13
pure	ADJ	7	ATE13
top	ADJ	22	ATE13
light	ADJ	47	ATE13
blue	ADJ	16	ATE13
afraid	ADJ	4	ATE13
red	ADJ	7	ATE13
able	ADJ	4	ATE13
good	ADJ	27	ATE13
high	ADJ	18	ATE13
only	ADJ	9	ATE13
great	ADJ	7	ATE13
sorry	ADJ	4	ATE13
much	ADJ	7	ATE13
able	ADJ	4	ATE13
black	ADJ	22	ATE13
crooked	ADJ	5	ATE13
easy	ADJ	15	ATE13
cute	ADJ	2	ATE13
little	ADJ	10	ATE13
stupid	ADJ	4	ATE13
dirty	ADJ	13	ATE13
criminal	ADJ	4	ATE13
pure	ADJ	7	ATE13
right	ADJ	36	ATE13
enough	ADJ	3	ATE13
impure	ADJ	3	ATE13
unfit	ADJ	4	ATE13
unfit	ADJ	4	ATE13
alone	ADJ	6	ATE13
super	ADJ	5	ATE13
-	ADJ	0	ATE13
big	ADJ	17	ATE13
dirty	ADJ	13	ATE13
filthy	ADJ	3	ATE13
wicked	ADJ	5	ATE13
different	ADJ	5	ATE13
black	ADJ	22	ATE13
crooked	ADJ	5	ATE13
other	ADJ	4	ATE13
poor	ADJ	7	ATE13
homeless	ADJ	4	ATE13
sorry	ADJ	4	ATE13
nearby	ADJ	2	ATE13
clean	ADJ	31	ATE13
clean	ADJ	31	ATE13
clean	ADJ	31	ATE13
young	ADJ	14	ATE13
welcome	ADJ	6	ATE13
squeaky	ADJ	1	ATE13
clean	ADJ	31	ATE13
good	ADJ	27	ATE13
virgin	ADJ	5	ATE13
second	ADJ	15	ATE13
pure	ADJ	7	ATE13
naked	ADJ	5	ATE13
locked	ADJ	9	ATE14
cool	ADJ	11	ATE14
bad	ADJ	17	ATE14
poisonous	ADJ	3	ATE14
magic	ADJ	3	ATE14
full	ADJ	13	ATE14
weird	ADJ	3	ATE14
hungry	ADJ	2	ATE14
magic	ADJ	3	ATE14
okay	ADJ	4	ATE14
little	ADJ	10	ATE14
chilly	ADJ	4	ATE14
magical	ADJ	1	ATE14
more	ADJ	5	ATE14
only	ADJ	9	ATE14
sorry	ADJ	4	ATE14
wrong	ADJ	13	ATE14
total	ADJ	7	ATE14
alright	ADJ	4	ATE14
industrial	ADJ	4	ATE14
deep	ADJ	21	ATE14
hard	ADJ	22	ATE14
magic	ADJ	3	ATE14
clear	ADJ	45	ATE14
many	ADJ	1	ATE14
lucky	ADJ	3	ATE14
first	ADJ	16	ATE14
right	ADJ	36	ATE14
magic	ADJ	3	ATE14
energetic	ADJ	2	ATE14
little	ADJ	10	ATE14
whole	ADJ	8	ATE14
tired	ADJ	6	ATE14
evil	ADJ	6	ATE14
lazy	ADJ	2	ATE14
hard	ADJ	22	ATE14
good	ADJ	27	ATE14
little	ADJ	10	ATE14
ideal	ADJ	5	ATE14
old	ADJ	9	ATE14
exhausting	ADJ	7	ATE14
right	ADJ	36	ATE14
exhausting	ADJ	7	ATE14
subconscious	ADJ	2	ATE14
true	ADJ	15	ATE14
hard	ADJ	22	ATE14
easy	ADJ	15	ATE14
subconscious	ADJ	2	ATE14
glad	ADJ	5	ATE14
hard	ADJ	22	ATE14
wrong	ADJ	13	ATE14
various	ADJ	4	ATE14
large	ADJ	11	ATE14
annoyed	ADJ	3	ATE14
ergh	ADJ	0	ATE14
stupid	ADJ	4	ATE14
other	ADJ	4	ATE14
magic	ADJ	3	ATE14
right	ADJ	36	ATE14
chubby	ADJ	1	ATE14
tired	ADJ	6	ATE14
stupid	ADJ	4	ATE14
powerless	ADJ	1	ATE14
lazy	ADJ	2	ATE14
prideful	ADJ	2	ATE14
much	ADJ	7	ATE14
hard	ADJ	22	ATE14
regular	ADJ	17	ATE14
old	ADJ	9	ATE14
ironic	ADJ	2	ATE14
current	ADJ	4	ATE14
big	ADJ	17	ATE14
giant	ADJ	8	ATE14
giant	ADJ	8	ATE14
beautiful	ADJ	2	ATE14
gross	ADJ	10	ATE14
kinda	ADJ	1	ATE14
black	ADJ	22	ATE14
giant	ADJ	8	ATE14
hungry	ADJ	2	ATE14
desperate	ADJ	7	ATE14
only	ADJ	9	ATE14
fat	ADJ	9	ATE14
sorry	ADJ	4	ATE14
sorry	ADJ	4	ATE14
humiliating	ADJ	2	ATE14
only	ADJ	9	ATE14
subconscious	ADJ	2	ATE14
cool	ADJ	11	ATE14
subconscious	ADJ	2	ATE14
dyin	ADJ	0	ATE14
old	ADJ	9	ATE14
magical	ADJ	1	ATE14
humble	ADJ	6	ATE14
alive	ADJ	7	ATE14
good	ADJ	27	ATE14
magic	ADJ	3	ATE14
subconscious	ADJ	2	ATE14
subconscious	ADJ	2	ATE14
big	ADJ	17	ATE14
great	ADJ	7	ATE14
cutesy	ADJ	0	ATE14
cute	ADJ	2	ATE14
glad	ADJ	5	ATE14
funny	ADJ	5	ATE15
funny	ADJ	5	ATE15
mortal	ADJ	5	ATE15
hard	ADJ	22	ATE15
long	ADJ	12	ATE15
right	ADJ	36	ATE15
awake	ADJ	3	ATE15
well	ADJ	22	ATE15
big	ADJ	17	ATE15
well	ADJ	22	ATE15
well	ADJ	22	ATE15
young	ADJ	14	ATE15
well	ADJ	22	ATE15
full	ADJ	13	ATE15
perfect	ADJ	5	ATE15
eager	ADJ	2	ATE15
cold	ADJ	16	ATE15
personal	ADJ	6	ATE15
hot	ADJ	21	ATE15
good	ADJ	27	ATE15
more	ADJ	5	ATE15
full	ADJ	13	ATE15
dumb	ADJ	4	ATE15
beautiful	ADJ	2	ATE15
daring	ADJ	7	ATE15
daring	ADJ	7	ATE15
awesome	ADJ	1	ATE15
mock	ADJ	4	ATE15
female	ADJ	5	ATE15
terrible	ADJ	4	ATE15
normal	ADJ	5	ATE15
right	ADJ	36	ATE15
low	ADJ	16	ATE15
stupid	ADJ	4	ATE15
asleep	ADJ	5	ATE15
magic	ADJ	3	ATE15
frustrated	ADJ	3	ATE15
free	ADJ	22	ATE15
very	ADJ	4	ATE15
hardcore	ADJ	2	ATE15
fat	ADJ	9	ATE15
fat	ADJ	9	ATE15
fat	ADJ	9	ATE15
fat	ADJ	9	ATE15
little	ADJ	10	ATE15
melty	ADJ	0	ATE15
melty	ADJ	0	ATE15
beautiful	ADJ	2	ATE15
great	ADJ	7	ATE15
lucky	ADJ	3	ATE15
functional	ADJ	6	ATE15
semi	ADJ	3	ATE15
-	ADJ	0	ATE15
loyal	ADJ	3	ATE15
innocent	ADJ	8	ATE15
functional	ADJ	6	ATE15
right	ADJ	36	ATE15
different	ADJ	5	ATE15
deep	ADJ	21	ATE15
troubled	ADJ	7	ATE15
sudden	ADJ	1	ATE15
heavy	ADJ	30	ATE15
unsettling	ADJ	1	ATE15
about	ADJ	8	ATE15
full	ADJ	13	ATE15
small	ADJ	13	ATE15
private	ADJ	5	ATE15
more	ADJ	5	ATE15
crybaby	ADJ	2	ATE15
angry	ADJ	3	ATE15
full	ADJ	13	ATE15
beautiful	ADJ	2	ATE15
imaginary	ADJ	2	ATE15
little	ADJ	10	ATE15
dark	ADJ	16	ATE16
gross	ADJ	10	ATE16
red	ADJ	7	ATE16
ominous	ADJ	2	ATE16
slow	ADJ	11	ATE16
barefoot	ADJ	2	ATE16
red	ADJ	7	ATE16
ominous	ADJ	2	ATE16
black	ADJ	22	ATE16
afraid	ADJ	4	ATE16
deep	ADJ	21	ATE16
afraid	ADJ	4	ATE16
wuss	ADJ	1	ATE16
scared	ADJ	4	ATE16
true	ADJ	15	ATE16
true	ADJ	15	ATE16
scared	ADJ	4	ATE16
deep	ADJ	21	ATE16
right	ADJ	36	ATE16
panting	ADJ	4	ATE16
normal	ADJ	5	ATE16
wrong	ADJ	13	ATE16
afraid	ADJ	4	ATE16
few	ADJ	2	ATE16
scared	ADJ	4	ATE16
ok	ADJ	4	ATE16
scared	ADJ	4	ATE16
scared	ADJ	4	ATE16
afraid	ADJ	4	ATE16
hot	ADJ	21	ATE16
scared	ADJ	4	ATE16
scared	ADJ	4	ATE16
afraid	ADJ	4	ATE16
multiple	ADJ	2	ATE16
rapid	ADJ	3	ATE16
single	ADJ	10	ATE16
slow	ADJ	11	ATE16
afraid	ADJ	4	ATE16
afraid	ADJ	4	ATE16
ready	ADJ	8	ATE16
ready	ADJ	8	ATE16
entire	ADJ	5	ATE16
crazy	ADJ	6	ATE16
ok	ADJ	4	ATE16
nuts	ADJ	9	ATE16
great	ADJ	7	ATE16
great	ADJ	7	ATE16
ready	ADJ	8	ATE16
underwater	ADJ	2	ATE16
pre	ADJ	0	ATE16
-	ADJ	0	ATE16
war	ADJ	5	ATE16
safe	ADJ	7	ATE16
safe	ADJ	7	ATE16
perfect	ADJ	5	ATE16
more	ADJ	5	ATE16
good	ADJ	27	ATE16
small	ADJ	13	ATE16
rusty	ADJ	4	ATE16
awesome	ADJ	1	ATE16
pretty	ADJ	3	ATE16
more	ADJ	5	ATE16
beautiful	ADJ	2	ATE16
afraid	ADJ	4	ATE16
beautiful	ADJ	2	ATE16
bad	ADJ	17	ATE16
glad	ADJ	5	ATE16
black	ADJ	22	ATE16
cool	ADJ	11	ATE16
perfect	ADJ	5	ATE16
sure	ADJ	10	ATE16
pathetic	ADJ	3	ATE16
about	ADJ	8	ATE16
un	ADJ	1	ATE16
-	ADJ	0	ATE16
heroic	ADJ	6	ATE16
right	ADJ	36	ATE16
right	ADJ	36	ATE16
great	ADJ	7	ATE16
good	ADJ	27	ATE16
own	ADJ	2	ATE16
proud	ADJ	2	ATE16
proud	ADJ	2	ATE16
great	ADJ	7	ATE16
right	ADJ	36	ATE16
black	ADJ	22	ATE16
wrong	ADJ	13	ATE16
great	ADJ	7	ATE16
late	ADJ	11	ATE16
great	ADJ	7	ATE16
nasty	ADJ	4	ATE16
wonderful	ADJ	1	ATE16
least	ADJ	3	ATE16
maniacal	ADJ	1	ATE16
glazed	ADJ	8	ATE17
open	ADJ	36	ATE17
okay	ADJ	4	ATE17
bored	ADJ	4	ATE17
good	ADJ	27	ATE17
about	ADJ	8	ATE17
same	ADJ	6	ATE17
right	ADJ	36	ATE17
sweet	ADJ	16	ATE17
last	ADJ	21	ATE17
threatening	ADJ	5	ATE17
stupid	ADJ	4	ATE17
good	ADJ	27	ATE17
good	ADJ	27	ATE17
right	ADJ	36	ATE17
cool	ADJ	11	ATE17
lucky	ADJ	3	ATE17
weird	ADJ	3	ATE17
pretty	ADJ	3	ATE17
good	ADJ	27	ATE17
creepy	ADJ	2	ATE17
happy	ADJ	4	ATE17
last	ADJ	21	ATE17
hot	ADJ	21	ATE17
good	ADJ	27	ATE17
right	ADJ	36	ATE17
angry	ADJ	3	ATE17
giant	ADJ	8	ATE17
different	ADJ	5	ATE17
good	ADJ	27	ATE17
good	ADJ	27	ATE17
more	ADJ	5	ATE17
fine	ADJ	10	ATE17
serious	ADJ	6	ATE17
sure	ADJ	10	ATE17
well	ADJ	22	ATE17
comfortable	ADJ	5	ATE17
y'know	ADJ	0	ATE17
free	ADJ	22	ATE17
double	ADJ	21	ATE17
big	ADJ	17	ATE17
nervous	ADJ	5	ATE17
beautiful	ADJ	2	ATE17
good	ADJ	27	ATE17
up—80	ADJ	0	ATE17
sure	ADJ	10	ATE17
old	ADJ	9	ATE17
old	ADJ	9	ATE17
old	ADJ	9	ATE17
nearby	ADJ	2	ATE17
stinky	ADJ	2	ATE17
old	ADJ	9	ATE17
male	ADJ	6	ATE17
female	ADJ	5	ATE17
other	ADJ	4	ATE17
beautiful	ADJ	2	ATE17
bad	ADJ	17	ATE17
happy	ADJ	4	ATE17
lousy	ADJ	3	ATE17
black	ADJ	22	ATE17
happy	ADJ	4	ATE17
lame	ADJ	5	ATE17
prepared	ADJ	11	ATE17
bored	ADJ	4	ATE17
weird	ADJ	3	ATE17
traditional	ADJ	2	ATE17
good	ADJ	27	ATE17
cool	ADJ	11	ATE17
glad	ADJ	5	ATE17
happy	ADJ	4	ATE17
crazy	ADJ	6	ATE17
huge	ADJ	1	ATE17
gross	ADJ	10	ATE17
large	ADJ	11	ATE17
allergic	ADJ	2	ATE17
old	ADJ	9	ATE17
free	ADJ	22	ATE17
happy	ADJ	4	ATE17
spiky	ADJ	1	ATE17
ready	ADJ	8	ATE17
total	ADJ	7	ATE17
right	ADJ	36	ATE17
worth	ADJ	5	ATE17
spontaneous	ADJ	2	ATE17
wrong	ADJ	13	ATE17
wrong	ADJ	13	ATE17
wrong	ADJ	13	ATE17
normal	ADJ	5	ATE17
sized	ADJ	5	ATE17
good	ADJ	27	ATE17
lousy	ADJ	3	ATE17
right	ADJ	36	ATE17
married	ADJ	5	ATE17
official	ADJ	7	ATE17
normal	ADJ	5	ATE17
royal	ADJ	7	ATE18
last	ADJ	21	ATE18
dangerous	ADJ	2	ATE18
awesome	ADJ	1	ATE18
secret	ADJ	14	ATE18
deep	ADJ	21	ATE18
accursed	ADJ	2	ATE18
*	ADJ	0	ATE18
right	ADJ	36	ATE18
magnificent	ADJ	1	ATE18
good	ADJ	27	ATE18
muffled	ADJ	4	ATE18
ready	ADJ	8	ATE18
evil	ADJ	6	ATE18
mimic	ADJ	3	ATE18
black	ADJ	22	ATE18
demonic	ADJ	1	ATE18
freaky	ADJ	2	ATE18
approximate	ADJ	5	ATE18
many	ADJ	1	ATE18
idiot	ADJ	1	ATE18
afraid	ADJ	4	ATE18
radical	ADJ	11	ATE18
little	ADJ	10	ATE18
right	ADJ	36	ATE18
good	ADJ	27	ATE18
own	ADJ	2	ATE18
own	ADJ	2	ATE18
different	ADJ	5	ATE18
skeletal	ADJ	2	ATE18
giant	ADJ	8	ATE18
key	ADJ	21	ATE18
giant	ADJ	8	ATE18
key	ADJ	21	ATE18
key	ADJ	21	ATE18
green	ADJ	14	ATE18
sweet	ADJ	16	ATE18
gelatinous	ADJ	1	ATE18
green	ADJ	14	ATE18
further	ADJ	11	ATE18
small	ADJ	13	ATE18
huge	ADJ	1	ATE18
exponential	ADJ	2	ATE18
thine	ADJ	0	ATE18
own	ADJ	2	ATE18
single	ADJ	10	ATE18
big	ADJ	17	ATE18
deep	ADJ	21	ATE18
heavy	ADJ	30	ATE18
own	ADJ	2	ATE18
awake	ADJ	3	ATE18
right	ADJ	36	ATE18
about	ADJ	8	ATE18
nervous	ADJ	5	ATE18
scared	ADJ	4	ATE18
about	ADJ	8	ATE18
scared	ADJ	4	ATE18
few	ADJ	2	ATE18
more	ADJ	5	ATE18
silly	ADJ	5	ATE18
silly	ADJ	5	ATE18
okay	ADJ	4	ATE18
radical	ADJ	11	ATE18
comfortable	ADJ	5	ATE18
fine	ADJ	10	ATE18
true	ADJ	15	ATE18
hideous	ADJ	2	ATE18
raspy	ADJ	1	ATE18
full	ADJ	13	ATE18
sweet	ADJ	16	ATE18
little	ADJ	10	ATE18
low	ADJ	16	ATE18
long	ADJ	12	ATE18
beautiful	ADJ	2	ATE18
sick	ADJ	9	ATE18
worried	ADJ	8	ATE18
strange	ADJ	3	ATE18
impossible	ADJ	4	ATE18
farth	ADJ	0	ATE18
pathetic	ADJ	3	ATE18
frustrating	ADJ	4	ATE18
key	ADJ	21	ATE18
powdered	ADJ	3	ATE18
old	ADJ	9	ATE18
good	ADJ	27	ATE18
angry	ADJ	3	ATE18
